Number,Level,Vocabulary,Wordclass,Guide
90,5급,거세다,형용사,바람이 거세다
91,5급,거액,명사,거액을 들이다
92,5급,거인,명사,거인같이 크다
93,5급,거주,명사,거주 구역
94,5급,거주자,명사,국내 거주자
95,5급,걱정거리,명사,걱정거리가 늘다
96,5급,건00/건01,명사/의존명사,서류 네 건
97,5급,건국,명사,조선의 건국
98,5급,건기,명사,건기와 우기
99,5급,건망증,명사,건망증에 걸리다
100,5급,건설업,명사,건설업에 종사하다
101,5급,건수,명사,사고 건수
102,5급,건의,명사,건의 사항
103,5급,건축가,명사,건축가가 되다
104,5급,건축물,명사,건축물을 세우다
105,5급,걷어차다,동사,발로 걷어차다
106,5급,걸음걸이,명사,걸음걸이가 느리다
107,5급,검,명사,검으로 베다
108,5급,검진,명사,건강 검진
109,5급,겁내다,동사,죽음을 겁내다
110,5급,겉보기,명사,겉보기와 다르다
111,5급,겨드랑이,명사,겨드랑이에 끼다
112,5급,겨를,의존명사,겨를이 없다
113,5급,격01/격02,명사/의존명사,격이 높다
114,5급,격렬하다,형용사,싸움이 격렬하다
115,5급,격식,명사,격식을 갖추다
116,5급,결말,명사,결말이 나다
117,5급,결별,명사,연인과 결별하다
118,5급,결승전,명사,결승전을 치르다
119,5급,결실,명사,결실을 맺다
120,5급,결재,명사,결재 서류
121,5급,결정적01∙ 결정적02,관형사∙ 명사,결정적 증거
122,5급,겸,의존명사,아침 겸 점심
123,5급,겸하다,동사,두 직업을 겸하다
124,5급,겹,명사,두 겹
125,5급,-경01,접사,9시경
126,5급,경과,명사,기한 경과
127,5급,경비02,명사,경비 아저씨
128,5급,경솔하다,형용사,경솔한 말
129,5급,경영자,명사,최고 경영자
130,5급,경영학,명사,경영학을 전공하다
131,5급,경위02,명사,경위를 조사하다
132,5급,경쟁률,명사,경쟁률이 높다
133,5급,경쟁적01∙ 경쟁적02,관형사∙ 명사,경쟁적 관계
134,5급,경제학,명사,경제학을 전공하다
135,5급,경조사,명사,경조사에 참여하다
136,5급,경주02,명사,자동차 경주
137,5급,경찰청,명사,지방 경찰청
138,5급,경쾌하다,형용사,기분이 경쾌하다
139,5급,경품,명사,경품에 당첨되다
140,5급,경험담,명사,경험담을 이야기하다
141,5급,경호,명사,대통령 경호
142,5급,계00,명사,계모임
143,5급,-계04,접사,교육계
144,5급,계급,명사,계급이 높다
145,5급,계발,명사,자기 계발
146,5급,계열,명사,사회 계열
147,5급,계획적01∙ 계획적02,관형사∙ 명사,계획적 범행
148,5급,고00,명사,고 3 학생
149,5급,고02,관형사,고(故) 김수환
150,5급,고-02,접사,고품질
151,5급,고가품,명사,고가품을 수집하다
152,5급,고개02,명사,고개를 넘다
153,5급,고교생,명사,고교생 시절
154,5급,고구려,명사,고구려 시대
155,5급,고기압,명사,고기압과 저기압
156,5급,고단하다,형용사,몸이 고단하다
157,5급,고도00,명사,고도로 발달하다
158,5급,고려02,명사,고려 시대
159,5급,고르다03,형용사,치아가 고르다
160,5급,고리01,명사,방문 고리
161,5급,고발,명사,비리 고발
162,5급,고상하다,형용사,말투가 고상하다
163,5급,고생스럽다,형용사,생활이 고생스럽다
164,5급,고소01,명사,고소를 제기하다
165,5급,고아,명사,고아로 자라다
166,5급,고아원,명사,고아원에서 자라다
167,5급,고온,명사,고온 다습
168,5급,고원,명사,고원 지대
169,5급,고이다,동사,물이 고이다
170,5급,고작01/고작02,명사/부사,고작 이 정도
171,5급,고졸,명사,고졸 학력
172,5급,고지서,명사,세금 고지서
173,5급,고체,명사,고체 상태
174,5급,고학력,명사,고학력 실업자
175,5급,고혈압,명사,고혈압 환자
176,5급,곡물,명사,곡물을 수확하다
177,5급,곡선,명사,곡선을 그리다
178,5급,곤충,명사,곤충을 채집하다
179,5급,골동품,명사,골동품을 사다
180,5급,골치,명사,골치가 아프다
181,5급,곱슬머리,명사,곱슬머리를 펴다
182,5급,공00,명사,공을 세우다
183,5급,공감대,명사,공감대를 형성하다
184,5급,공경,명사,노인 공경
185,5급,공고02,명사,공고를 내다
186,5급,공고문,명사,공고문을 붙이다
187,5급,공공시설,명사,공공시설을 이용하다
188,5급,공교육,명사,공교육과 사교육
189,5급,공군,명사,공군에 입대하다
190,5급,공룡,명사,공룡 화석
191,5급,공문,명사,공문을 올리다
192,5급,공사장,명사,공사장에서 일하다
193,5급,공상,명사,공상에 빠지다
194,5급,공식적01∙ 공식적02,관형사∙ 명사,공식적으로 발표하다
195,5급,공예,명사,도자기 공예
196,5급,공유02,명사,정보 공유
197,5급,공익01,명사,공익을 따르다
198,5급,공중01,명사,공중 예절
199,5급,공중02,명사,공중을 날다
200,5급,공통적01∙ 공통적02,관형사∙ 명사,공통적 의견
201,5급,공평하다,형용사,공평한 세상
202,5급,공포감,명사,공포감을 느끼다
203,5급,공학01,명사,첨단 공학
204,5급,-과,접사,인사과
205,5급,과01,명사,과 대표
206,5급,과감하다,형용사,과감한 행동
207,5급,과대평가,명사,과대평가를 받다
208,5급,과도하다,형용사,과도한 경쟁
209,5급,과반수,명사,과반수가 넘다
210,5급,과보호,명사,과보호를 받다
211,5급,과소평가,명사,과소평가를 받다
212,5급,과언,명사,과언이 아니다
213,5급,과음,명사,과음을 삼가다
214,5급,과정02,명사,과정을 밟다
215,5급,과하다01,형용사,욕심이 과하다
216,5급,-관01,접사,경찰관
217,5급,관공서,명사,관공서에서 근무하다
218,5급,관대하다02,형용사,마음이 관대하다
219,5급,관련짓다,동사,관련지어 말하다
220,5급,관습,명사,관습을 따르다
221,5급,관용03,명사,관용을 베풀다
222,5급,관용어,명사,관용어 표현
223,5급,관중,명사,야구 관중
224,5급,관청,명사,관청에 취직하다
225,5급,관하다,동사,사랑에 관한 글
226,5급,관형사,명사,품사
227,5급,광장,명사,광장에 모이다
228,5급,괴물,명사,괴물이 나타나다
229,5급,교과,명사,교과 수업
230,5급,교도소,명사,교도소에 갇히다
231,5급,교무실,명사,교무실에 들어가다
232,5급,교원,명사,초등학교 교원
233,5급,교육부,명사,교육부 장관
234,5급,교육열,명사,교육열이 높다
235,5급,교육적01∙ 교육적02,관형사∙ 명사,교육적 측면
236,5급,교제,명사,이성 교제
237,5급,교직,명사,교직에 종사하다
238,5급,교훈적01∙ 교훈적02,관형사∙ 명사,교훈적 이야기
239,5급,구간01,명사,통행 구간
240,5급,구겨지다,동사,옷이 구겨지다
241,5급,구경꾼,명사,구경꾼이 모여들다
242,5급,구급차,명사,구급차를 부르다
243,5급,구내식당,명사,구내식당을 이용하다
244,5급,구독,명사,신문 구독
245,5급,구두02,명사,구두로 약속하다
246,5급,구두쇠,명사,지독한 구두쇠
247,5급,구르다02,동사,발을 구르다
248,5급,구매자,명사,구매자 취향
249,5급,구박,명사,구박을 받다
250,5급,구비02,명사,구비 서류
251,5급,구사,명사,외국어 구사
252,5급,구상02,명사,작품 구상
253,5급,구석구석,명사,구석구석 닦다
254,5급,구성원,명사,사회 구성원
255,5급,구애02,명사,구애를 받다
256,5급,구인01,명사,구인 광고
257,5급,구직,명사,구직 광고
258,5급,구직난00,명사,구직난을 겪다
259,5급,구직자00,명사,구직자를 돕다
260,5급,구청,명사,구청 직원
261,5급,-국01,접사,사무국
262,5급,-국02,접사,가입국
263,5급,국도,명사,7번 국도
264,5급,국방부,명사,기관
265,5급,국세청,명사,기관
266,5급,국악,명사,국악 공연
267,5급,국익,명사,국익을 도모하다
268,5급,국토,명사,국토를 개발하다
269,5급,군01/군02,의존명사/대명사,김 철수 군
270,5급,군03,명사,군에 입대하다
271,5급,군데군데 01/군데군데02,명사/부사,군데군데 둘러보다
272,5급,굳히다,동사,시멘트를 굳히다
273,5급,굴뚝,명사,공장 굴뚝
274,5급,굴러가다,동사,바퀴가 굴러가다
275,5급,궁02,명사,궁에 살다
276,5급,궁궐,명사,궁궐을 짓다
277,5급,궁금증,명사,궁금증을 해결하
278,5급,궁중,명사,궁중 음식
279,5급,권위적01∙ 권위적02,관형사∙ 명사,권위적 태도
280,5급,귓속말,명사,귓속말을 나누다
281,5급,그때그때00/그때그때,명사/부사,그때그때 메모하다
282,5급,그래야00,줄어든꼴,그리하여야
283,5급,그리02,부사,그리 알다
284,5급,그리다01,동사,고향을 그리다
285,5급,그리하여,부사,
286,5급,그물,명사,그물에 걸리다
287,5급,극-,접사,극소수
288,5급,극단적01∙ 극단적02,관형사∙ 명사,극단적 대립
289,5급,극심하다,형용사,피해가 극심하다
290,5급,근검절약,명사,
291,5급,근로,명사,근로 시간
292,5급,근사하다,형용사,옷차림이 근사하다
293,5급,근원,명사,만병의 근원
294,5급,근황,명사,근황을 묻다
295,5급,글쓴이,명사,글쓴이 생각
296,5급,금01,명사,금이 가다
297,5급,금기,명사,금기를 깨다
298,5급,금리,명사,금리가 오르다
299,5급,금메달,명사,금메달을 따다
300,5급,금세,부사,금세 잠들다
301,5급,금속,명사,금속으로 만들다
302,5급,금전,명사,금전 거래
303,5급,급02,명사,과장급
304,5급,급격하다,형용사,변화가 급격하다
305,5급,급상승,명사,물가 급상승
306,5급,급속도,명사,급속도로 번지다
307,5급,급식,명사,무료 급식
308,5급,급여,명사,급여를 지급하다
309,5급,기01,명사,기가 죽다
310,5급,기03,명사,제8기
311,5급,기04,명사,기를 꽂다
312,5급,-기05,접사,방황기
313,5급,기관00,명사,호흡 기관
314,5급,기구02,명사,정부 기구
315,5급,기내,명사,기내 방송
316,5급,기대감,명사,기대감을 드러내다
317,5급,기름기,명사,기름기가 많다
318,5급,기름지다,형용사,음식이 기름지다
319,5급,기린,명사,동물
320,5급,기막히다,형용사,경치가 기막히다
321,5급,기말,명사,기말 결산
322,5급,기발하다,형용사,생각이 기발하다
323,5급,기부금,명사,기부금을 내다
324,5급,기상01,명사,기상이 악화되다
325,5급,기상청,명사,기관
326,5급,기성세대,명사,기성세대를 따르다
327,5급,기세,명사,기세를 떨치다
328,5급,기압,명사,기압이 높다
329,5급,기와집,명사,기와집에 살다
330,5급,기원01,명사,간절한 기원
331,5급,기원전,명사,기원전 1세기
332,5급,기원후,명사,기원후 1세기
333,5급,기일02,명사,기일을 지키다
334,5급,기점,명사,기점을 떠나다
335,5급,기증,명사,장기 기증
336,5급,기체01,명사,기체 연료
337,5급,기하다,동사,신중을 기하다
338,5급,기한,명사,기한을 넘기다
339,5급,기행문,명사,기행문을 쓰다
340,5급,기호01,명사,발음 기호
341,5급,기호02,명사,소비자 기호
342,5급,긴장감,명사,긴장감이 돌다
343,5급,김장,명사,김장을 담그다
344,5급,깃털,명사,깃털이 날리다
345,5급,까딱,부사,까딱 움직이다
346,5급,까치,명사,까치가 울다
347,5급,깜짝하다01,동사,눈을 깜짝하다
348,5급,깡충깡충,부사,깡충깡충 뛰다
349,5급,꺼지다02,동사,땅이 꺼지다
350,5급,꺾이다,동사,나뭇가지가 꺾이다
351,5급,껍데기,명사,달걀 껍데기
352,5급,-께,접사,이달 말께
353,5급,꼬다,동사,다리를 꼬다
354,5급,꼬르륵,부사,꼬르륵 소리가 나다
355,5급,꼬마,명사,꼬마 손님
356,5급,꼬박01,부사,밤을 꼬박 새다
357,5급,꼬박꼬박,부사,돈을 꼬박꼬박 내다
358,5급,꼭꼭01,부사,꼭꼭 씹어 먹다
359,5급,-꼴,접사,한 명꼴
360,5급,꼴01,명사,꼴도 보기 싫다
361,5급,꼴찌,명사,꼴찌가 되다
362,5급,꼼짝없이,부사,꼼짝없이 당하다
363,5급,꽁꽁,부사,꽁꽁 얼다
364,5급,꽃샘추위,명사,꽃샘추위가 물러 가다
365,5급,꾸벅꾸벅01,부사,꾸벅꾸벅 졸다
366,5급,꾸짖다,동사,잘못을 꾸짖다
367,5급,-꾼,접사,소리꾼
368,5급,꿰매다,동사,옷을 꿰매다
369,5급,끄집어내다,동사,구석에서 끄집어 내다
370,5급,끈기,명사,끈기가 덜하다
371,5급,끊이다,동사,손님이 끈이지 않다
372,5급,끌어내다,동사,밖으로 끌어내다
373,5급,끌어들이다,동사,안으로 끌어들이다
374,5급,끌어올리다,동사,수준을 끌어올리다
375,5급,끔찍하다,형용사,끔찍한 사건
376,5급,끝맺다,동사,일을 끝맺다
377,5급,끝장,명사,끝장에 이르다
378,5급,끼니,명사,끼니를 거르다
379,5급,-끼리,접사,우리끼리
380,5급,나날이,부사,나날이 늘다
381,5급,나돌다,동사,밖으로 나돌다
382,5급,나들이,명사,나들이를 다녀오다
383,5급,나열,명사,순서대로 나열
384,5급,나침반,명사,나침반이 가리키다
385,5급,낙,명사,낙이 없다
386,5급,낙관02,명사,낙관을 갖다
387,5급,낙관적01∙ 낙관적02,관형사∙ 명사,낙관적 태도
388,5급,낙방,명사,시험 낙방
389,5급,낙서,명사,낙서를 지우다
390,5급,낙심,명사,낙심이 크다
391,5급,낙원,명사,지상 낙원
392,5급,낙제,명사,시험 낙제
393,5급,낙천적01∙ 낙천적02,관형사∙ 명사,낙천적 기질
394,5급,낚다,동사,물고기를 낚다
395,5급,낚시터,명사,낚시터에서 낚시하다
396,5급,-난,접사,경제난
397,5급,난01,명사,광고를 싣는 난
398,5급,난간,명사,난간에 기대다
399,5급,난치병,명사,난치병을 고치다
400,5급,날로01,부사,날로 번창하다
401,5급,날아들다,동사,새가 날아들다
402,5급,날아오르다,동사,새가 날아오르다
403,5급,남극,명사,북극과 남극
404,5급,남녀노소,명사,
405,5급,남다르다,형용사,재능이 남다르다
406,5급,남몰래,부사,남몰래 돕다
407,5급,남색,명사,색
408,5급,남아,명사,남아 선호
409,5급,남짓,의존명사,열 명 남짓
410,5급,남한01,명사,남한과 북한
411,5급,남향,명사,남향으로 짓다
412,5급,납부,명사,세금 납부
413,5급,납작하다,형용사,코가 납작하다
414,5급,납치,명사,납치를 당하다
415,5급,낭독,명사,시 낭독
416,5급,낭만,명사,낭만을 느끼다
417,5급,낭만적01∙ 낭만적02,관형사∙ 명사,낭만적 분위기
418,5급,낯,명사,낯이 익다
419,5급,낯익다,형용사,얼굴이 낯익다
420,5급,낱말,명사,낱말 풀이
421,5급,내기,명사,내기에 이기다
422,5급,내딛다,동사,걸음을 내딛다
423,5급,내리치다,동사,뒤통수를 내리치다
424,5급,내면,명사,인간의 내면
425,5급,내뱉다,동사,한숨을 내뱉다
426,5급,내보이다02,동사,신분증을 내보이다
427,5급,내복,명사,겨울 내복
428,5급,내비게이션00,명사,내비게이션을 이용하다
429,5급,내비치다,동사,햇살이 내비치다
430,5급,내쉬다,동사,한숨을 내쉬다
431,5급,내역,명사,지출 내역
432,5급,내오다,동사,물건을 내오다
433,5급,내용물,명사,내용물을 확인하다
434,5급,내지르다,동사,소리를 내지르다
435,5급,냉기,명사,냉기를 느끼다
436,5급,냉대02,명사,냉대 기후
437,5급,너무하다01/너무하다02,동사/형용사,정말 너무하다
438,5급,너비,명사,너비를 재다
439,5급,넉,관형사,넉 달
440,5급,널뛰기,명사,널뛰기를 하다
441,5급,-네02,접사,여인네
442,5급,네모나다,형용사,얼굴이 네모나다
443,5급,네트워크,명사,네트워크를 연결하다
444,5급,-녀,접사,약혼녀
445,5급,년생,의존명사,팔십 년생
446,5급,노년,명사,노년에 접어들다
447,5급,노동력,명사,노동력이 부족하다
448,5급,노숙자,명사,노숙자 생활
449,5급,노예,명사,노예 제도
450,5급,노을,명사,노을이 지다
451,5급,노처녀,명사,노처녀 히스테리
452,5급,노총각,명사,노총각 아저씨
453,5급,노출,명사,정보 노출
454,5급,노화,명사,노화를 방지하다
455,5급,노후02,명사,노후를 대비하다
456,5급,논,명사,논을 갈다
457,5급,논문,명사,논문을 쓰다
458,5급,논밭,명사,논밭에 심다
459,5급,논술,명사,논술 시험
460,5급,놈01/놈02,의존명사/명사,미운 놈
461,5급,농가,명사,축산 농가
462,5급,농경,명사,농경 생활
463,5급,농도,명사,농도가 짙다
464,5급,농수산물,명사,농수산물을 판매하다
465,5급,농악,명사,농약을 울리다
466,5급,농작물,명사,농작물을 수확하다
467,5급,농장,명사,사과 농장
468,5급,농축산물,명사,농축산물 시장
469,5급,놓아주다,동사,물고기를 놓아주다
470,5급,누다,동사,오줌을 누다
471,5급,누렇다,형용사,이가 누렇다
472,5급,누리다01,동사,행복을 누리다
473,5급,누전,명사,누전 사고
474,5급,눈높이,명사,눈높이까지 닿다
475,5급,눈발,명사,눈발이 날리다
476,5급,눈사태,명사,눈사태가 나다
477,5급,눈살01,명사,눈살을 찌푸리다
478,5급,눈짓,명사,눈짓을 보내다
479,5급,눈치채다00,동사,실수를 눈치채다
480,5급,눌리다01,동사,짐에 눌리다
481,5급,뉘우치다,동사,잘못을 뉘우치다
482,5급,늑대,명사,동물
483,5급,늘어지다,동사,피부가 늘어지다
484,5급,능동적01∙ 능동적02,관형사∙ 명사,능동적 참여
485,5급,능률,명사,능률이 오르다
486,5급,능숙하다,형용사,솜씨가 능숙하다
487,5급,다-01,접사,다방면
488,5급,다급하다,형용사,상황이 다급하다
489,5급,다다르다,동사,정상에 다다르다
490,5급,다다익선,명사,
491,5급,다름없이,부사,평소와 다름없이
492,5급,다발01,명사,장미 꽃 한 다발
493,5급,다방면,명사,다방면에서 활약하다
494,5급,다스리다,동사,나라를 다스리다
495,5급,다시다,동사,입맛을 다시다
496,5급,다양성,명사,다양성을 띠다
497,5급,다양화,명사,다양화를 추구하다
498,5급,다이빙,명사,다이빙 선수
499,5급,다이아몬드,명사,보석
500,5급,다큐멘터리,명사,다큐멘터리를 제작하다
501,5급,닥치다01,동사,불행이 닥치다
502,5급,-단02,접사,무용단
503,5급,단05,부사,
504,5급,단군,명사,단군 신화
505,5급,단기간,명사,단기간과 장기간
506,5급,단락,명사,단락을 짓다
507,5급,단말기,명사,단말기를 구입하다
508,5급,단백질,명사,단백질이 부족하다
509,5급,단일,명사,단일 국가
510,5급,단절,명사,대화 단절
511,5급,단정,명사,단정을 짓다
512,5급,단조롭다,형용사,생활이 단조롭다
513,5급,단축,명사,단축 수업
514,5급,단합,명사,국민 단합
515,5급,달다03,동사,무게를 달다
516,5급,달리하다,동사,생각을 달리하다
517,5급,당구,명사,당구를 치다
518,5급,당국02,명사,정부 당국
519,5급,당뇨병,명사,당뇨병에 걸리다
520,5급,당면02,명사,당면 과제
521,5급,당부,명사,당부 말씀
522,5급,당선,명사,정치인 당선
523,5급,대04,명사,대와 소
524,5급,대06/대07,명사/의존명사,대를 잇다
525,5급,대가족,명사,대가족을 이루다
526,5급,대견하다,형용사,자식이 대견하다
527,5급,대결,명사,대결을 벌이다
528,5급,대꾸,명사,대꾸를 피하다
529,5급,대나무,명사,대나무 숲
530,5급,대담02,명사,대담을 나누다
531,5급,대대로,부사,자손 대대로
532,5급,대등,명사,대등 관계
533,5급,대략적01∙ 대략적02,관형사∙ 명사,대략적으로 설명하다
534,5급,대륙01,명사,아프리카 대륙
535,5급,대리점,명사,휴대폰 대리점
536,5급,대머리,명사,대머리 아저씨
537,5급,대명사,명사,명사와 대명사
538,5급,대보름,명사,정월 대보름
539,5급,대본,명사,드라마 대본
540,5급,대상00,명사,대상을 받다
541,5급,대안,명사,대안을 세우다
542,5급,대여,명사,도서 대여
543,5급,대우,명사,차별 대우
544,5급,대인02,명사,대인 관계
545,5급,대입01,명사,대입 시험
546,5급,대장01,명사,대장 노릇
547,5급,대조적01∙ 대조적02,관형사∙ 명사,대조적 관점
548,5급,대졸,줄어든꼴,대졸 학력
549,5급,대중적01∙ 대중적02,관형사∙ 명사,대중적 지지
550,5급,대중화,명사,문화의 대중화
551,5급,대체00/대 체01,명사/부사,대체 왜 그래?
552,5급,대추,명사,대추를 먹다
553,5급,대피,명사,대피 시설
554,5급,대형차,명사,대형차 수리
555,5급,댓글00,명사,댓글을 달다
556,5급,더듬거리다,동사,말을 더듬거리다
557,5급,더없이,부사,더없이 만족하다
558,5급,덜하다,형용사,고생이 덜하다
559,5급,덧나다,동사,상처가 덧나다
560,5급,데모,명사,데모가 일어나다
561,5급,도04,명사,도를 깨우치다
562,5급,도깨비,명사,도깨비 이야기
563,5급,도끼,명사,도끼로 찍다
564,5급,도달,명사,목표 도달
565,5급,도둑맞다,동사,물건을 도둑맞다
566,5급,도매02,명사,도매로 팔다
567,5급,도박,명사,도박에 빠지다
568,5급,도보,명사,도보 여행
569,5급,도시화,명사,도시화가 이루어지다
570,5급,도우미,명사,가사 도우미
571,5급,도표,명사,도표를 그리다
572,5급,도피,명사,도피 생활
573,5급,독립적01∙ 독립적02,관형사∙ 명사,독립적 존재
574,5급,독방,명사,독방을 쓰다
575,5급,독신,명사,독신 여성
576,5급,독창적01∙ 독창적02,관형사∙ 명사,독창적 사고
577,5급,돋보이다,동사,실력이 돋보이다
578,5급,돋우다,동사,화를 돋우다
579,5급,돌이키다,동사,발걸음을 돌이키다
580,5급,동04,의존명사,두 동짜리 아파트
581,5급,동감,명사,전적인 동감
582,5급,동거,명사,동거 생활
583,5급,동굴,명사,동굴로 들어가다
584,5급,동동02,부사,발을 동동 구르다
585,5급,동문01,명사,중학교 동문
586,5급,동반,명사,부부 동반
587,5급,동사02,명사,동사와 형용사
588,5급,동상02,명사,동상을 세우다
589,5급,동서양,명사,동서양 교류
590,5급,동식물,명사,희귀 동식물
591,5급,동원,명사,자금 동원
592,5급,동지02,명사,동지를 만나다
593,5급,동행,명사,동행을 청하다
594,5급,동향02,명사,동향 건물
595,5급,동화01,명사,동화 작용
596,5급,되돌아보다,동사,뒤를 되돌아보다
597,5급,되묻다,동사,몇 번이고 되묻다
598,5급,두근거리다,동사,가슴이 두근거리다
599,5급,두꺼비,명사,동물
600,5급,두들기다,동사,망치를 두들기다
601,5급,두텁다,형용사,친분이 두텁다
602,5급,둔하다,형용사,머리가 둔하다
603,5급,뒤덮다,동사,눈이 산을 뒤덮다
604,5급,뒤엎다,동사,카드를 뒤엎다
605,5급,뒤집어쓰다,동사,모자를 뒤집어쓰다
606,5급,뒤집히다,동사,옷이 뒤집히다
607,5급,뒤처지다,동사,실력이 뒤처지다
608,5급,뒤척이다,동사,몸을 뒤척이다
609,5급,뒤풀이,명사,뒤풀이 장소
610,5급,뒤흔들다,동사,바람이 뒤흔들다
611,5급,뒷걸음,명사,뒷걸음을 치다
612,5급,뒷받침,명사,부모의 뒷받침
613,5급,들01,명사,들에 나가다
614,5급,들락거리다,동사,화장실을 들락거리다
615,5급,들어앉다,동사,방 안에 들어앉다
616,5급,들여오다,동사,물건을 들여오다
617,5급,들이대다02,동사,총을 들이대다
618,5급,들이밀다,동사,얼굴을 들이밀다
619,5급,들통,명사,들통이 나다
620,5급,들판,명사,넓은 들판
621,5급,듬뿍,부사,듬뿍 담다
622,5급,등교,명사,등교 시간
623,5급,등반,명사,설악산 등반
624,5급,등장인물,명사,등장인물 소개
625,5급,디디다,동사,잘못 디디다
626,5급,따갑다,형용사,따가운 햇볕
627,5급,따돌림00,명사,따돌림을 당하다
628,5급,따라잡다,동사,앞 사람을 따라잡다
629,5급,따위,의존명사,"사과, 배, 복숭아 따위의 과일"
630,5급,딱02,부사,딱 그치다
631,5급,딸리다01,동사,마당이 딸린 집
632,5급,때다,동사,방에 불을 때다
633,5급,때우다,동사,구멍을 때우다
634,5급,떠내려가다,동사,물 위에 떠내려가 다
635,5급,떠돌다,동사,여기저기 떠돌다
636,5급,떠들썩하다01/떠들썩하다02,동사/형용사,동네가 떠들썩하다
637,5급,떠맡다,동사,일을 떠맡다
638,5급,떡02,부사,떡 벌어진 어깨
639,5급,떫다,형용사,감이 떫다
640,5급,떳떳하다,형용사,행동이 떳떳하다
641,5급,또래,명사,또래 친구
642,5급,또렷하다,형용사,기억이 또렷하다
643,5급,똑00,부사,똑 닮다
644,5급,똑똑,부사,똑똑 두드리다
645,5급,뚜렷이,부사,뚜렷이 구별되다
646,5급,뚝02,부사,울음을 뚝 그치다
647,5급,뚝뚝01,부사,뚝뚝 떨어지다
648,5급,뛰어오다,동사,학교로 뛰어오다
649,5급,뛰쳐나가다,동사,밖으로 뛰쳐나가다
650,5급,뛰쳐나오다,동사,복도로 뛰쳐나오다
651,5급,뜨다03,동사,자리에서 뜨다
