Number,Level,Vocabulary,Wordclass,Guide
118,중급,거미02,명사,곤충
119,중급,거북이,명사,동물
120,중급,거스름돈,명사,을 받다
121,중급,거지01,명사,가 되다
122,중급,거짓,명사,으로 꾸미다
123,중급,거치다01,동사,도시를
124,중급,거칠다,형용사,살결이
125,중급,거품,명사,이 나다
126,중급,걱정스럽다,형용사,자식이
127,중급,건너01,명사,길 건너
128,중급,건널목,명사,을 건너가다
129,중급,건네다,동사,돈을
130,중급,건네주다,동사,돈을
131,중급,건드리다,동사,물건을
132,중급,건설,명사,아파트 건설
133,중급,건전지,명사,를 갈다
134,중급,건조04,명사,건조 기후
135,중급,건지다,동사,그물을
136,중급,건축01,명사,건축 공사
137,중급,걷다03,동사,소매를
138,중급,걷다04,동사,빨래를
139,중급,걸레01,명사,로 닦다
140,중급,걸치다,동사,구름 위에
141,중급,검다02,형용사,색깔이
142,중급,검사02,명사,판사와 검사
143,중급,검색,명사,인터넷 검색
144,중급,검토,명사,서류 검토
145,중급,겁05,명사,을 먹다
146,중급,겁나다02,동사,말하기가
147,중급,겉모습,명사,만 보다
148,중급,겉옷,명사,을 벗다
149,중급,게01,명사,를 먹다
150,중급,게다가,부사,게다가 ~까지
151,중급,게시02,명사,안내문 게시
152,중급,게시판,명사,에 붙이다
153,중급,겨우,부사,겨우 살아나다
154,중급,겨울철,명사,을 보내다
155,중급,격려,명사,를 보내다
156,중급,겪다,동사,고통을
157,중급,견디다,동사,고통을
158,중급,견학,명사,박물관 견학
159,중급,견해02,명사,견해 차이
160,중급,결국,부사/명사,결국 해내다
161,중급,결근,명사,출근
162,중급,결론02,명사,을 내리다
163,중급,결승01,명사,결승 경기
164,중급,결제01,명사,카드 결제
165,중급,결코,부사,결코 울지 않다
166,중급,결합,명사,을 이루다
167,중급,결혼식장,명사,야외 결혼식장
168,중급,겸손,명사,겸손의 말
169,중급,겹치다01,동사,행운이
170,중급,경계04,명사,를 짓다
171,중급,경고04,명사,를 주다
172,중급,경기05,명사,가 회복되다
173,중급,경기장,명사,실내 경기장
174,중급,경력02,명사,을 쌓다
175,중급,경복궁,명사,고궁
176,중급,경비02,명사,여행 경비
177,중급,경비실,명사,아파트 경비실
178,중급,경영02,명사,회사 경영
179,중급,경우02,명사,그런 경우
180,중급,경쟁,명사,경쟁 상대
181,중급,경쟁력,명사,을 키우다
182,중급,경제04,명사,경제 개발
183,중급,경제력,명사,이 있다
184,중급,경제적,관형사·명사,경제적 능력
185,중급,경찰관,명사,교통 경찰관
186,중급,경향02,명사,새로운 경향
187,중급,곁01,명사,에 있다
188,중급,계곡01,명사,에 가다
189,중급,계기04,명사,사건의 계기
190,중급,계산기,명사,로 계산하다
191,중급,계산대,명사,에서 계산하다
192,중급,계약,명사,을 체결하다
193,중급,계약금,명사,을 받다
194,중급,계약서,명사,를 쓰다
195,중급,계좌02,명사,계좌 번호
196,중급,계층,명사,상류 계층
197,중급,고객04,명사,을 맞다
198,중급,고구마,명사,를 캐다
199,중급,고국02,명사,으로 돌아가다
200,중급,고궁01,명사,을 산책하다
201,중급,고급02,명사,고급 시계
202,중급,고급스럽다,형용사,자동차가
203,중급,고대04,명사,고대와 현대
204,중급,고독02,명사,을 느끼다
205,중급,고등02,명사,고등 지식
206,중급,고등어,명사,고등어 구이
207,중급,고래01,명사,가 헤엄치다
208,중급,고려01,명사,고려 사항
209,중급,고마워하다,동사,부모님에게
210,중급,고무01,명사,로 만들다
211,중급,고백,명사,사랑 고백
212,중급,고생,명사,을 참다
213,중급,고소하다01,형용사,맛이
214,중급,고속02,명사,으로 달리다
215,중급,고요01,명사,를 깨트리다
216,중급,고유03,명사,고유 음식
217,중급,고장01,명사,우리 고장
218,중급,고전02,명사,고전 소설
219,중급,고정06,명사,고정 수입
220,중급,고집02,명사,을 부리다
221,중급,고추01,명사,를 따다
222,중급,고춧가루,명사,를 넣다
223,중급,고층,명사,고층 빌딩
224,중급,고통,명사,을 견디다
225,중급,고통스럽다,형용사,고통스러운 표정
226,중급,곡02,명사,쇼팽의 곡
227,중급,곡식,명사,을 거두다
228,중급,곤란,명사,을 당하다
229,중급,곧다01,형용사,다리가
230,중급,곧바로,부사,곧바로 처리하다
231,중급,곧이어,부사,곧이어 시작하다
232,중급,곧잘,부사,곧잘 하다
233,중급,곧장,부사,곧장 가다
234,중급,골14,명사,을 넣다(축구)
235,중급,골고루,부사,골고루 먹다
236,중급,골다01,동사,코를
237,중급,골목01,명사,좁은 골목
238,중급,골목길,명사,을 걷다
239,중급,골프,명사,골프 선수
240,중급,곰03,명사,동물
241,중급,곱다02,형용사,꽃이
242,중급,곱하다,동사,7에 3을 곱하다
243,중급,곳곳,명사,전국 곳곳
244,중급,공12,명사,숫자
245,중급,공간05,명사,을 차지하다
246,중급,공감,명사,을 얻다
247,중급,공개02,명사,공개 강좌
248,중급,공격02,명사,을 받다
249,중급,공공02,명사,공공 기관
250,중급,공공요금,명사,이 인상되다
251,중급,공공장소,명사,를 이용하다
252,중급,공과금,명사,을 내다
253,중급,공급02,명사,을 받다
254,중급,공기06,명사,를 마시다
255,중급,공기07,명사,에 밥을 담다
256,중급,공동02,명사,공동 개최
257,중급,공동체,명사,에 속하다
258,중급,공사02,명사,신축 공사
259,중급,공손하다,형용사,공손한 태도
260,중급,공식01,명사,공식 발표
261,중급,공업01,명사,이 발달하다
262,중급,공연02,명사,을 보다
263,중급,공연장,명사,야외 공연장
264,중급,공적01,관형사·명사,공적 제도
265,중급,공주01,명사,왕자
266,중급,공중전화,명사,공중전화 박스
267,중급,공지04,명사,를 돌리다
268,중급,공통,명사,공통 화제
269,중급,공통점,명사,을 찾다
270,중급,공포08,명사,를 느끼다
271,중급,공해01,명사,가 심각하다
272,중급,과10,명사,과의 직원
273,중급,과로01,명사,로 쓰러지다
274,중급,과목02,명사,암기 과목
275,중급,과소비,명사,를 줄이다
276,중급,과속,명사,과속 운전
277,중급,과식01,명사,으로 배탈이 나다
278,중급,과연01,부사,과연 대단하다
279,중급,과외,명사,과외 업무
280,중급,과장06,명사,이 심하다
281,중급,과장07,명사,으로 승진하다
282,중급,과정03,명사,을 겪다
283,중급,과제04,명사,를 해결하다
284,중급,과학,명사,을 연구하다
285,중급,과학자,명사,가 되다
286,중급,과학적,관형사·명사,과학적 방법
287,중급,-관19,접사,도서관
288,중급,-관20,접사,가치관
289,중급,관객,명사,이 모여들다
290,중급,관계없다,형용사,전혀 관계없다
291,중급,관계없이,부사,시간에 관계없이
292,중급,관계있다,형용사,밀접하게 관계있다
293,중급,관계자,명사,를 만나다
294,중급,관람,명사,연극
295,중급,관람객,명사,영화 관람객
296,중급,관련,명사,이 있다
297,중급,관리04,명사,학생 관리
298,중급,관심사,명사,가 다르다
299,중급,관점02,명사,이 다르다
300,중급,관찰01,명사,식물 관찰
301,중급,광경,명사,을 보다
302,중급,괜히,부사,괜히 이야기하다
303,중급,괴로움,명사,을 당하다
304,중급,괴롭다,형용사,마음이
305,중급,괴롭히다,동사,동생을
306,중급,굉장하다,형용사,공연이
307,중급,굉장히,부사,굉장히 좋아하다
308,중급,교내01,명사,교내 방송
309,중급,교대01,명사,교대 근무
310,중급,교류01,명사,문화 교류
311,중급,교복01,명사,을 입다
312,중급,교시03,의존명사,1교시
313,중급,교양02,명사,을 쌓다
314,중급,교외01,명사,로 나가다
315,중급,교육비,명사,로 지출하다
316,중급,교육자,명사,를 배출하다
317,중급,교장03,명사,초등학교 교장
318,중급,교재01,명사,학습 교재
319,중급,교체01,명사,건전지 교체
320,중급,교통수단,명사,을 이용하다
321,중급,교통편,명사,을 예약하다
322,중급,교포02,명사,재일 교포
323,중급,교훈02,명사,을 얻다
324,중급,구15,명사,행정 구역
325,중급,구경거리,명사,가 많다
326,중급,구르다01,동사,공이
327,중급,구매02,명사,상품 구매
328,중급,구멍,명사,을 뚫다
329,중급,구별02,명사,남녀 구별
330,중급,구부리다01,동사,허리를
331,중급,구분06,명사,을 짓다
332,중급,구석01,명사,한쪽 구석
333,중급,구성07,명사,구성 인원
334,중급,구세대,명사,신세대
335,중급,구속02,명사,이 심하다
336,중급,구수하다01,형용사,맛이
337,중급,구역04,명사,금연 구역
338,중급,구입03,명사,물품 구입
339,중급,구조05,명사,를 요청하다
340,중급,구조08,명사,를 바꾸다
341,중급,구조대02,명사,가 오다
342,중급,구체적,관형사·명사,구체적 성과
343,중급,구하다01,동사,일자리를
344,중급,구하다03,동사,목숨을
345,중급,국가01,명사,민주 국가
346,중급,국경일,명사,을 맞다
347,중급,국기07,명사,를 달다
348,중급,국내선,명사,으로 갈아타다
349,중급,국립,명사,국립 미술관
350,중급,국물,명사,을 떠먹다
351,중급,국민,명사,국민 소득
352,중급,국산,명사,을 애용하다
353,중급,국어01,명사,를 가르치다
354,중급,국외02,명사,로 수출하다
355,중급,국제결혼,명사,국제결혼 부부
356,중급,국제선,명사,으로 갈아타다
357,중급,국제화,명사,국제화 시대
358,중급,국화05,명사,가 피다
359,중급,국회,명사,대한민국 국회
360,중급,군06,명사,행정 구역
361,중급,군대03,명사,에 가다
362,중급,군데,의존명사,여러 군데
363,중급,군사04,명사,군사 조직
364,중급,굳어지다,동사,땅이
365,중급,굳이,부사,굳이 말하다
366,중급,굴04,명사,을 파다
367,중급,굶다,동사,밥을
368,중급,굽,명사,구두의 굽
369,중급,굽히다,동사,허리를
370,중급,-권07,접사,투표권
371,중급,권력02,명사,을 강화하다
372,중급,권리,명사,를 누리다
373,중급,권위,명사,를 세우다
374,중급,권유02,명사,간곡한 권유
375,중급,권하다,동사,입원을
376,중급,귀가03,명사,귀가 시간
377,중급,귀국02,명사,출국
378,중급,귀신01,명사,이 되다
379,중급,귀중하다01,형용사,귀중한 보석
380,중급,귀하,명사/대명사,편지
381,중급,귀하다,형용사,신분이
382,중급,규모,명사,가 크다
383,중급,규정04,명사,을 지키다
384,중급,규칙적,관형사·명사,규칙적 생활
385,중급,균형,명사,을 잡다
386,중급,그나마,부사,그나마 낫다
387,중급,그네02,명사,를 타다
388,중급,그녀,대명사,사람(3인칭)
389,중급,그늘,명사,이 지다
390,중급,그다지,부사,그다지 좋지 않다
391,중급,그대,대명사,를 만나다
392,중급,그래도,줄어든 말,그리하여도
393,중급,그래프,명사,를 그리다
394,중급,그램,의존명사,몇 그램
395,중급,그러게,부사/감탄사,그러게요
396,중급,그러다,동사,−
397,중급,그럭저럭,부사,그럭저럭 견디다
398,중급,그런대로,부사,그런대로 괜찮다
399,중급,그렇지,감탄사,"그렇지, 바로 그거야"
400,중급,그룹01,명사,스터디 그룹
401,중급,그리01,부사,그리 보내다
402,중급,그리움,명사,을 느끼다
403,중급,그림자,명사,가 지다
404,중급,그림책,명사,을 보다
405,중급,그만큼,부사/명사,그만큼 남다
406,중급,그만하다01,동사,공부를
407,중급,그야말로,부사,그야말로 최고다
408,중급,그저,부사,그저 웃기만 하다
409,중급,그제01,명사/부사,그저께
410,중급,그제야,부사,그제야 끝나다
411,중급,그중,명사,그중에서 제일
412,중급,그토록,부사,그토록 아름답다
413,중급,극복01,명사,위기 극복
414,중급,극히,부사,극히 드물다
415,중급,근거,명사,법적 근거
416,중급,근교,명사,서울 근교
417,중급,근대03,명사,근대의 사고
418,중급,근데01,부사,그런데
419,중급,근래,명사,에 만나다
420,중급,근로자,명사,를 해고하다
421,중급,근무,명사,를 마치다
422,중급,근본,명사,을 밝히다
423,중급,근본적,관형사·명사,근본적 이유
424,중급,근심01,명사,이 많다
425,중급,근육,명사,이 발달하다
426,중급,긁다,동사,머리를
427,중급,금05,명사,금요일
428,중급,금06,명사,황금
429,중급,금년,명사,금년 여름
430,중급,금액02,명사,을 지불하다
431,중급,금연01,명사,금연 좌석
432,중급,금융,명사,금융 분야
433,중급,금하다02,동사,출입을
434,중급,급격히,부사,급격히 감소하다
435,중급,급속히,부사,급속히 진행되다
436,중급,급증02,명사,인구 급증
437,중급,급히,부사,급히 먹다
438,중급,긋다01,동사,줄을
439,중급,긍정적,관형사·명사,긍정적 태도
440,중급,-기43,접사,세탁기
441,중급,기계06,명사,가 작동하다
442,중급,기관11,명사,공공 기관
443,중급,기구14,명사,운동 기구
444,중급,기념02,명사,결혼 기념
445,중급,기념일,명사,을 축하하다
446,중급,기념품,명사,을 받다
447,중급,기능03,명사,이 다양하다
448,중급,기다01,동사,아기가
449,중급,기대03,명사,를 저버리지 않다
450,중급,기대다01,동사,벽에
451,중급,기도03,명사,를 올리다
452,중급,기독교,명사,종교
453,중급,기둥01,명사,을 세우다
454,중급,기록02,명사,을 남기다
455,중급,기반01,명사,을 다지다
456,중급,기본,명사,을 익히다
457,중급,기본적,관형사·명사,기본적 권리
458,중급,기부08,명사,장학금 기부
459,중급,기사02,명사,버스 기사
460,중급,기사10,명사,신문 기사
461,중급,기술01,명사,을 배우다
462,중급,기술자,명사,를 양성하다
463,중급,기억력,명사,이 좋다
464,중급,기업01,명사,을 운영하다
465,중급,기업가01,명사,가 되다
466,중급,기여04,명사,를 하다
467,중급,기운01,명사,이 없다
468,중급,기울다,동사,액자가
469,중급,기울이다,동사,몸을
470,중급,기원05,명사,인류의 기원
471,중급,기적03,명사,이 일어나다
472,중급,기존,명사,기존 시설
473,중급,기준03,명사,을 세우다
474,중급,기지개,명사,를 켜다
475,중급,기초06,명사,를 다지다
476,중급,기타01,명사,기타 등등
477,중급,기혼02,명사,기혼 여성
478,중급,기획01,명사,기획 상품
479,중급,기후05,명사,가 좋다
480,중급,긴급,명사,긴급 구조
481,중급,긴팔,명사,을 입다
482,중급,길가,명사,에 서다
483,중급,길거리,명사,를 걷다
484,중급,길다01,동사,머리가
485,중급,김01,명사,이 나다
486,중급,깊이01,명사,가 깊다
487,중급,까다01,동사,껍데기를
488,중급,까다롭다,형용사,조건이
489,중급,까닭,명사,을 묻다
490,중급,까먹다,동사,고구마를
491,중급,깔끔하다,형용사,외모가
492,중급,깔다,동사,이불을
493,중급,깔리다01,동사,이불이
494,중급,깜깜하다,형용사,방이
495,중급,깜박하다,동사,등불이
496,중급,깜빡,부사,깜빡 켜지다
497,중급,깨01,명사,를 볶다
498,중급,깨다02,동사,그릇을
499,중급,깨닫다,동사,의미를
500,중급,깨뜨리다,동사,거울을
501,중급,깨물다,동사,사탕을
502,중급,깨어나다,동사,의식이
503,중급,깨우다01,동사,잠을
504,중급,깨지다,동사,유리가
505,중급,꺼지다01,동사,불이
506,중급,꺾다,동사,꽃을
507,중급,껍질,명사,과일 껍질
508,중급,껴안다,동사,아이를
509,중급,꼬리01,명사,를 흔들다
510,중급,꼭02,부사,꼭 누르다
511,중급,꼭대기,명사,에 오르다
512,중급,꼼꼼하다,형용사,꼼꼼하게 살펴보다
513,중급,꼼꼼히,부사,꼼꼼히 살피다
514,중급,꼼짝,부사,꼼짝 못하다
515,중급,꼽다01,동사,손가락을
516,중급,꼽히다01,동사,다섯 손가락 안에
517,중급,꽂다,동사,열쇠를
518,중급,꽂히다,동사,꽃이
519,중급,꽃꽂이,명사,를 배우다
520,중급,꽃무늬,명사,꽃무늬 커튼
521,중급,꽃잎,명사,이 지다
522,중급,꽉,부사,꽉 누르다
523,중급,꽤01,부사,꽤 멀다
524,중급,꾸다02,동사,돈을
525,중급,꾸리다01,동사,이삿짐을
526,중급,꾸미다,동사,외모를
527,중급,꾸준하다,형용사,꾸준하게 노력하다
528,중급,꾸준히,부사,꾸준히 노력하다
529,중급,꾸중,명사,을 듣다
530,중급,꿀,명사,을 찍어 먹다
531,중급,꿇다,동사,무릎을
532,중급,꿈꾸다,동사,꿈꾸며 자다
533,중급,꿈속,명사,에서 만나다
534,중급,끄덕이다,동사,고개를
535,중급,끈01,명사,을 묶다
536,중급,끊기다,동사,다리가
537,중급,끊어지다,동사,줄이
538,중급,끊임없다,형용사,손님이
539,중급,끊임없이,부사,끊임없이 이어지다
540,중급,끌다,동사,신발을
541,중급,끌리다,동사,바지가
542,중급,끌어당기다,동사,의자를
543,중급,끌어안다,동사,아기를
544,중급,끝내,부사,끝내 모르다
545,중급,끝없다,형용사,욕심이
546,중급,끝없이,부사,끝없이 이어지다
547,중급,끼01,명사,하루 세 끼
548,중급,끼다02,동사,구름이
549,중급,끼다03,동사,단추를
550,중급,끼어들다,동사,틈으로
551,중급,끼우다01,동사,단추를
552,중급,끼이다01,동사,틈에
553,중급,끼치다01,동사,소름이
554,중급,끼치다02,동사,걱정을
555,중급,나뉘다,동사,빵이
556,중급,나란히,부사,나란히 걷다
557,중급,나르다01,동사,이삿짐을
558,중급,나름,의존명사,하기 나름
559,중급,나무라다,동사,실수를
560,중급,나물01,명사,을 다듬다
561,중급,나뭇가지,명사,를 꺾다
562,중급,나뭇잎,명사,을 따다
563,중급,나비03,명사,곤충
564,중급,나빠지다,동사,건강이
565,중급,나서다,동사,거리에
566,중급,나아가다,동사,거리로
567,중급,나아지다,동사,건강이
568,중급,나이프,명사,로 썰다
569,중급,나타내다,동사,모습을
570,중급,낙엽,명사,을 태우다
571,중급,난로01,명사,를 피우다
572,중급,난리02,명사,를 피하다
573,중급,난방02,명사,냉방
574,중급,난처하다,형용사,입장이
575,중급,날개01,명사,를 펴다
576,중급,날리다01,동사,눈발이
577,중급,날리다02,동사,깃발을
578,중급,날아가다,동사,새가
579,중급,날아오다,동사,새가
580,중급,날카롭다,형용사,바늘이
581,중급,낡다01,형용사,옷이
582,중급,남02,명사,남자
583,중급,남04,명사,남쪽
584,중급,남매,명사,를 두다
585,중급,남미,명사,에 살다
586,중급,남부01,명사,남부 지방
587,중급,남북,명사,을 잇다
588,중급,낭비,명사,를 막다
589,중급,낮추다,동사,온도를
590,중급,낯설다,형용사,얼굴이
591,중급,낳다01,동사,아기를
592,중급,내09,의존명사,기간 내
593,중급,내내01,부사,일 년 내내
594,중급,내놓다,동사,밖으로
595,중급,내다보다,동사,창밖을
596,중급,내달,명사,내달 중순
597,중급,내려놓다,동사,책을
598,중급,내려다보다,동사,아래를
599,중급,내려앉다,동사,나비가
600,중급,내밀다,동사,손을
601,중급,내버리다,동사,쓰레기를
602,중급,내보내다,동사,밖으로
603,중급,내부04,명사,내부 수리
604,중급,내성적,관형사·명사,내성적 성격
605,중급,내세우다,동사,무대에
606,중급,내외01,명사,건물 내외
607,중급,내주다,동사,거스름돈을
608,중급,내쫓다,동사,밖으로
609,중급,내후년,명사,까지 지속되다
610,중급,낼모레,부사/명사,내일모레
611,중급,냉동,명사,을 시키다
612,중급,냉방,명사,을 하다
613,중급,냉수,명사,를 마시다
614,중급,냉정하다01,형용사,성격이
615,중급,너그럽다,형용사,마음이
616,중급,너머,명사,산 너머
617,중급,너무나,부사,너무나 좋다
618,중급,넉넉하다,형용사,시간이
619,중급,널다01,동사,빨래를
620,중급,널리,부사,널리 알려지다
621,중급,넓어지다,동사,폭이
622,중급,넓이,명사,를 재다
623,중급,넓히다,동사,길을
624,중급,넘겨주다,동사,물건을
625,중급,넘기다,동사,해를
626,중급,넘어가다01,동사,막대기가
627,중급,넘어뜨리다,동사,나무를
628,중급,넘어서다,동사,산을
629,중급,넘어오다,동사,나무가
630,중급,넘치다,동사,강물이
631,중급,네모,명사,를 그리다
632,중급,네티즌,명사,으로 활동하다
633,중급,녀석,의존명사,나쁜 녀석
634,중급,년대,의존명사,이천 년대
635,중급,년도,의존명사,이천 년도
636,중급,노동03,명사,노동 시간
637,중급,노동자,명사,로 일하다
638,중급,노랑01,명사,색
639,중급,노려보다,동사,상대를
640,중급,노선01,명사,지하철 노선
641,중급,노선도,명사,버스 노선도
642,중급,노약자,명사,를 보호하다
643,중급,노트북,명사,이 고장나다
644,중급,녹다01,동사,얼음이
645,중급,녹음03,명사,을 듣다
646,중급,녹음기,명사,로 녹음하다
647,중급,녹이다,동사,얼음을
648,중급,녹화03,명사,방송 녹화
649,중급,논리,명사,에 맞다
650,중급,논리적01,관형사·명사,논리적 사고
651,중급,논의02,명사,를 거치다
652,중급,논쟁,명사,을 벌이다
653,중급,놀랍다,형용사,위력이
654,중급,놀리다01,동사,친구를
655,중급,놀리다03,동사,신나게
656,중급,놀이공원,명사,에 가다
657,중급,놀이터,명사,에서 놀다
658,중급,농민,명사,이 경작하다
659,중급,농부01,명사,가 씨를 뿌리다
660,중급,농사01,명사,를 짓다
661,중급,농사일,명사,을 돕다
662,중급,농산물,명사,을 판매하다
663,중급,농업,명사,에 종사하다
664,중급,농촌,명사,에서 농사를 짓다
665,중급,높아지다,동사,파도가
666,중급,높이다,동사,건물을
667,중급,높임말,명사,을 쓰다
668,중급,놓아두다,동사,책상 위에
669,중급,놓이다,동사,마음이
670,중급,놓치다,동사,손을
671,중급,놔두다,동사,탁자 위에
672,중급,뇌03,명사,뇌 세포
673,중급,누님,명사,둘째 누님
674,중급,눈가,명사,에 바르다
675,중급,눈감다,동사,할아버지께서
676,중급,눈길01,명사,이 가다
677,중급,눈동자,명사,가 크다
678,중급,눈뜨다,동사,아침에
679,중급,눈병,명사,에 걸리다
680,중급,눈부시다,형용사,조명이
681,중급,눈빛01,명사,따뜻한 눈빛
682,중급,눈사람,명사,을 만들다
683,중급,눈싸움02,명사,겨울
684,중급,눈썹,명사,을 그리다
685,중급,눈앞,명사,에 보이다
686,중급,눈치,명사,가 없다
687,중급,눕히다,동사,침대에
688,중급,느긋하다02,형용사,마음이
689,중급,느끼하다,형용사,튀김이
690,중급,늘리다,동사,규모를
691,중급,늘어나다,동사,사람이
692,중급,늘어놓다,동사,변명을
693,중급,늘어서다,동사,차가
694,중급,늘이다01,동사,고무줄을
695,중급,늦가을,명사,늦가을의 날씨
696,중급,늦겨울,명사,이 지나다
697,중급,늦봄,명사,이 지나다
698,중급,늦어지다,동사,일이
699,중급,늦여름,명사,이 지나다
700,중급,늦잠,명사,을 자다
701,중급,늦추다,동사,시기를
702,중급,님01,의존명사,홍길동 님
703,중급,-님04,접사,선생님
704,중급,다가가다,동사,문 쪽으로
705,중급,다가서다,동사,옆으로 바짝
706,중급,다가오다,동사,우리 쪽으로
707,중급,다녀가다,동사,집에
708,중급,다듬다,동사,배추를
709,중급,다루다01,동사,업무를
710,중급,다름없다,형용사,전과
711,중급,다리다01,동사,옷을
712,중급,다리미,명사,로 옷을 다리다
713,중급,다만01,부사,다만 ~뿐이다
714,중급,다물다,동사,입을
715,중급,다방02,명사,에서 만나다
716,중급,다소01,부사/명사,다소 빠르다
717,중급,다수,명사,가 참여하다
718,중급,다운로드,명사,를 받다
719,중급,다정01,명사,을 보이다
720,중급,다지다02,동사,마늘을
721,중급,다짐,명사,을 받다
722,중급,다투다,동사,아이들이
723,중급,다행,명사,으로 생각하다
724,중급,다행스럽다,형용사,다행스럽게 생각하다
725,중급,다행히,부사,다행히 찾다
726,중급,단10,관형사,단 하루
727,중급,단계03,명사,마무리 단계
728,중급,단골01,명사,단골 손님
729,중급,단기09,명사,단기 교육
730,중급,단단하다,형용사,뼈가
731,중급,단독02,명사,으로 만나다
732,중급,단맛,명사,을 느끼다
733,중급,단발머리,명사,로 자르다
734,중급,단속01,명사,을 피하다
735,중급,단순히,부사,단순히 생각하다
736,중급,단위02,명사,화폐 단위
737,중급,단점01,명사,을 극복하다
738,중급,단정하다01,형용사,옷차림이
739,중급,단지04,부사,단지 ~만으로
740,중급,단지08,명사,를 조성하다
741,중급,단체02,명사,에 가입하다
742,중급,닫히다,동사,창문이
743,중급,달다03,동사,단추를
744,중급,달다05,동사,달라고 하다
