Number,Level,Vocabulary,Wordclass,Guide
349,2급,모자라다,동사,돈이 모자라다
350,2급,목걸이,명사,진주 목걸이
351,2급,목도리,명사,목도리를 두르다
352,2급,목소리,명사,낮은 목소리
353,2급,목욕,명사,목욕 용품
354,2급,목적,명사,목적을 이루다
355,2급,못생기다,형용사,얼굴이 못생기다
356,2급,무01,명사,채소
357,2급,무게,명사,무게를 재다
358,2급,무궁화,명사,꽃
359,2급,무료01,명사,무료 증정
360,2급,무릎,명사,신체
361,2급,무섭다,형용사,귀신이 무섭다
362,2급,무척,부사,무척 길다
363,2급,문제,명사,문제를 풀다
364,2급,물고기,명사,물고기를 잡다
365,2급,물론02/물론01,부사/명사,물론 그렇다
366,2급,물어보다,동사,길을 물어보다
367,2급,미끄러지다,동사,계단에서 미끄러지다
368,2급,미래,명사,미래를 계획하다
369,2급,미리,부사,미리 알리다
370,2급,미술관,명사,국립 미술관
371,2급,미역국,명사,미역국을 끓이다
372,2급,미터,의존명사,백 미터
373,2급,믿다,동사,거짓말을 믿다
374,2급,밀가루,명사,밀가루 음식
375,2급,밀다,동사,문을 밀다
376,2급,바깥,명사,바깥에 나가다
377,2급,바깥쪽,명사,바깥쪽으로 나가다
378,2급,바뀌다,동사,감독이 바뀌다
379,2급,바닥,명사,바닥에 떨어지다
380,2급,바닷가,명사,바닷가에서 놀다
381,2급,바라다,동사,성공을 바라다
382,2급,바라보다,동사,하늘을 바라보다
383,2급,바르다01,동사,약을 바르다
384,2급,바이올린,명사,바이올린을 켜다
385,2급,박수,명사,박수를 치다
386,2급,반대,명사,반대 방향
387,2급,반드시,부사,반드시 해 내다
388,2급,반바지,명사,반바지를 입다
389,2급,반지,명사,반지를 끼다
390,2급,반찬,명사,반찬을 만들다
391,2급,받아쓰다,동사,공책에 받아쓰다
392,2급,발가락,명사,발가락이 아프다
393,2급,발바닥,명사,발바닥을 간지럽히다
394,2급,밝다02/밝다01,형용사/동사,불빛이 밝다
395,2급,방금02/방금01,부사/명사,방금 가다
396,2급,방문02,명사,방문을 닫다
397,2급,방문03,명사,고향 방문
398,2급,방법,명사,사용 방법
399,2급,방송01,명사,방송에 출연하다
400,2급,방송국,명사,라디오 방송국
401,2급,방향,명사,반대 방향
402,2급,배05,명사,두 배
403,2급,배달02,명사,신문 배달
404,2급,배드민턴,명사,배드민턴을 치다
405,2급,배추,명사,채소
406,2급,배탈,명사,배탈이 나다
407,2급,뱀,명사,동물
408,2급,버릇,명사,버릇을 고치다
409,2급,버리다01,동사,휴지를 버리다
410,2급,번째,의존명사,세 번째
411,2급,벌02,의존명사,옷 한 벌
412,2급,벌다02,동사,돈을 벌다
413,2급,벌써,부사,벌써 도착하다
414,2급,벗다,동사,모장을 벗다
415,2급,벽,명사,벽에 걸다
416,2급,변하다,동사,모양이 변하다
417,2급,변호사,명사,직업
418,2급,별01,명사,별이 빛나다
419,2급,병문안,명사,병문안을 가다
420,2급,보라색,명사,색
421,2급,보이다01,동사,산이 보이다
422,2급,보이다02,동사,사진을 보이다
423,2급,복습,명사,예습과 복습
424,2급,복잡하다,형용사,생각이 복잡하다
425,2급,볶다,동사,마늘을 볶다
426,2급,볶음밥,명사,볶음밥을 만들다
427,2급,봉투,명사,편지 봉투
428,2급,뵙다,동사,어른을 뵙다
429,2급,부끄럽다,형용사,부끄러운 표정
430,2급,부드럽다,형용사,옷감이 부드럽다
431,2급,부럽다,형용사,부러운 마음
432,2급,부르다02,형용사,배가 부르다
433,2급,부부,명사,가족
434,2급,부분,명사,부분과 전체
435,2급,부인01,명사,아내
436,2급,부자02,명사,자산가
437,2급,부장,명사,부장으로 승진하다
438,2급,부족01,명사,산소 부족
439,2급,부지런하다,형용사,부지런한 사람
440,2급,부치다02,동사,편지를 부치다
441,2급,북쪽,명사,방향
442,2급,분명하다,형용사,발음이 분명하다
443,2급,분식,명사,분식으로 끼니를 때우다
444,2급,분위기,명사,어색한 분위기
445,2급,분홍색,명사,색
446,2급,불쌍하다,형용사,불쌍한 사람
447,2급,불안,명사,불안을 느끼다
448,2급,불편,명사,불편한 신발
449,2급,붉다,형용사,붉은 입술
450,2급,붙다,동사,먼지가 붙다
451,2급,붙이다,동사,우표를 붙이다
452,2급,블라우스,명사,블라우스를 입다
453,2급,비교,명사,비교 대상
454,2급,비누,명사,비누로 씻다
455,2급,비다,동사,자리가 비다
456,2급,비디오,명사,비디오를 빌리다
457,2급,비밀,명사,비밀을 지키다
458,2급,비슷하다,형용사,외모가 비슷하다
459,2급,빌딩,명사,빌딩을 짓다
460,2급,빠지다02,동사,강에 빠지다
461,2급,빨간색,명사,색
462,2급,빨갛다,형용사,코가 빨갛다
463,2급,빨다02,동사,옷을 빨다
464,2급,빨래,명사,이불 빨래
465,2급,빵집,명사,빵집에서 일하다
466,2급,빼다01,동사,못을 빼다
467,2급,뽑다,동사,흰머리를 뽑다
468,2급,사거리,명사,사거리를 건너다
469,2급,사계절,명사,사계절이 뚜렷하다
470,2급,사고01,명사,사고가 나다
471,2급,사실01/사실02,명사/부사,사실을 밝히다
472,2급,사업,명사,유통 사업
473,2급,사이즈,명사,신발 사이즈
474,2급,사장,명사,회사 사장
475,2급,사탕,명사,사탕을 먹다
476,2급,사흘,명사,사흘 동안
477,2급,살01,명사,살이 찌다
478,2급,삼거리,명사,삼거리 모퉁이
479,2급,삼겹살,명사,음식
480,2급,삼촌,명사,친척
481,2급,상06,명사,상을 받다
482,2급,상자,명사,상자에 넣다
483,2급,상처02,명사,상처를 치료하다
484,2급,상추,명사,상추를 먹다
485,2급,상품02,명사,상품을 팔다
486,2급,새02,명사,동물
487,2급,새03,관형사,새 옷
488,2급,새로,부사,새로 사다
489,2급,새롭다,형용사,감회가 새롭다
490,2급,새벽,명사,새벽 시간
491,2급,새해,명사,새해 인사
492,2급,색,명사,색깔
493,2급,색깔,명사,색깔이 진하다
494,2급,샌드위치,명사,음식
495,2급,생각나다,동사,아이디어가 생각나다
496,2급,생기다01,동사,건물이 생기다
497,2급,생선,명사,생선 구이
498,2급,서너,관형사,서너 개
499,2급,서다,동사,똑바로 서다
500,2급,서두르다,동사,준비를 서두르다
501,2급,서랍,명사,서랍을 열다
502,2급,서로02,부사,서로 믿다
503,2급,서류,명사,서류 접수
504,2급,서비스,명사,서비스 정신
505,2급,서양,명사,동양과 서양
506,2급,서쪽,명사,방향
507,2급,섞다,동사,카드를 섞다
508,2급,선배,명사,선배와 후배
509,2급,선선하다,형용사,선선한 날씨
510,2급,선수02,명사,축구 선수
511,2급,선택,명사,직업 선택
512,2급,선풍기,명사,선풍기를 켜다
513,2급,설거지,명사,집안일
514,2급,설날,명사,명절
515,2급,설렁탕,명사,음식
516,2급,설탕,명사,설탕을 넣다
517,2급,섬03,명사,섬에서 살다
518,2급,섭섭하다,형용사,서운하다
519,2급,성02,명사,김 씨
520,2급,성격,명사,긍정적인 성격
521,2급,성공,명사,성공의 비결
522,2급,성적03,명사,시험 성적
523,2급,성함,명사,아버지 성함
524,2급,세05,의존명사,삼십 세
525,2급,세계,명사,
526,2급,세다03,형용사,힘이 세다
527,2급,세배,명사,세배를 드리다
528,2급,세상,명사,세상이 넓다
529,2급,세우다,동사,자리에서 세우다
530,2급,세탁,명사,세탁을 맡기다
531,2급,세탁기,명사,세탁기를 돌리다
532,2급,세탁소,명사,세탁소에 옷을 맡기다
533,2급,센터,명사,서비스 센터
534,2급,센티미터,의존명사,십 센티미터
535,2급,셋째02/셋째01/셋째03,수사/관형사/명사,순서
536,2급,소02,명사,소를 기르다
537,2급,소고기,명사,소고기를 먹다
538,2급,소리,명사,소리가 나다
539,2급,소설02,명사,소설을 읽다
540,2급,소식02,명사,소식을 듣다
541,2급,소주,명사,소주를 마시다
542,2급,소중하다,형용사,소중한 생명
543,2급,소파,명사,소파에 앉다
544,2급,소포,명사,소포를 부치다
545,2급,소풍,명사,소풍을 가다
546,2급,소화제,명사,소화제를 먹다
547,2급,속,명사,주머니 속
548,2급,속도,명사,속도가 빠르다
549,2급,속옷,명사,속옷을 입다
550,2급,손가락,명사,손가락이 길다
551,2급,손녀,명사,손녀와 손자
552,2급,손바닥,명사,손바닥을 맞대다
553,2급,손수건,명사,손수건으로 닦다
554,2급,송편,명사,송편을 먹다
555,2급,수10,명사,숫자
556,2급,수건,명사,수건으로 닦다
557,2급,수고,명사,수고를 덜다
558,2급,수술02,명사,수술을 받다
559,2급,수영복,명사,수영복을 입다
560,2급,수저,명사,수저를 놓다
561,2급,순두부찌개,명사,순두부찌개를 끓이다
562,2급,순서,명사,순서를 매기다
563,2급,숟가락,명사,숟가락을 들다
564,2급,술집,명사,술집 출입
565,2급,숫자,명사,숫자를 세다
566,2급,쉬다04,동사,숨을 쉬다
567,2급,쉰02/쉰01,수사/관형사,숫자
568,2급,스무,관형사,숫자
569,2급,스스로02/스스로01,부사/명사,스스로 일어서다
570,2급,스웨터,명사,스웨터를 입다
571,2급,스카프,명사,스카프를 매다
572,2급,스케이트,명사,스케이트를 신다
573,2급,스키장,명사,스키장에서 놀다
574,2급,스타,명사,인기 스타
575,2급,스트레스,명사,
576,2급,스파게티,명사,스파게티를 먹다
577,2급,스포츠,명사,스포츠 경기
578,2급,슬퍼하다,동사,죽음을 슬퍼하다
579,2급,슬픔,명사,슬픔에 잠기다
580,2급,습관,명사,습관을 기르다
581,2급,시01,명사,시 예산
582,2급,시간표,명사,시간표를 짜다
583,2급,시계01,명사,시계 소리
584,2급,시골,명사,시골 마을
585,2급,시끄럽다,형용사,시끄러운 소리
586,2급,시내02,명사,서울 시내
587,2급,시민,명사,시민 의식
588,2급,시어머니,명사,시어머니를 모시다
589,2급,식구,명사,집안 식구
590,2급,식다,동사,국이 식다
591,2급,식빵,명사,식빵을 먹다
592,2급,식초,명사,식초 냄새
593,2급,식탁,명사,식탁을 차리다
594,2급,식품,명사,식품을 섭취하다
595,2급,신랑,명사,신랑과 신부
596,2급,신부02,명사,아름다운 신부
597,2급,신분증,명사,신분증 재발급
598,2급,신선하다,형용사,신선한 과일
599,2급,신청,명사,신청을 받다
600,2급,신호,명사,신호를 기다리다
601,2급,신호등,명사,신호등을 기다리다
602,2급,신혼여행,명사,신혼여행을 떠나다
603,2급,싣다,동사,짐을 싣다
604,2급,실수,명사,실수를 범하다
605,2급,실패02,명사,성공과 실패
606,2급,심다,동사,나무를 심다
607,2급,심심하다01,형용사,심심한 날
608,2급,심하다,형용사,장난이 심하다
609,2급,싸다01,동사,짐을 싸다
610,2급,싸우다,동사,친구와 싸우다
611,2급,쌀,명사,쌀을 먹다
612,2급,쌀쌀하다,형용사,쌀쌀한 날씨
613,2급,쌓다01,동사,물건을 쌓다
614,2급,썰다,동사,오이를 썰다
615,2급,쓰다02,동사,모자를 쓰다
616,2급,쓰레기,명사,쓰레기를 줍다
617,2급,쓰레기통,명사,쓰레기통에 버리다
618,2급,씹다,동사,껌을 씹다
619,2급,아가씨,명사,예쁜 아가씨
620,2급,아까02/아까01,부사/명사,아까 먹다
621,2급,아나운서,명사,아나운서가 보도하다
622,2급,아니02,감탄사,
623,2급,아들,명사,아들을 낳다
624,2급,아래쪽,명사,길의 아래쪽
625,2급,아마,부사,
626,2급,아무02/아무01,관형사/대명사,아무 책
627,2급,아무것,명사,아무것이나 괜찮다
628,2급,아무리01,부사,
629,2급,아버님,명사,아버님의 말씀
630,2급,아빠,명사,아빠와 엄마
631,2급,아줌마,명사,아줌마와 아저씨
632,2급,악기,명사,악기를 연주하다
633,2급,안개,명사,안개가 끼다
634,2급,안내문,명사,안내문을 받다
635,2급,안다,동사,아기를 안다
636,2급,안되다01,동사,공부가 안되다
637,2급,안전01,명사,안전을 지키다
638,2급,안쪽,명사,상자 안쪽
639,2급,알맞다,형용사,알맞은 단어
640,2급,알아보다,동사,정보를 알아보다
641,2급,앞쪽,명사,앞쪽 길
642,2급,애02,명사,애를 돌보다
643,2급,애인,명사,애인과 연애하다
644,2급,앨범,명사,앨범을 펼치다
645,2급,야02,감탄사,
646,2급,야채,명사,야채를 데치다
647,2급,약간02/약간01,부사/명사,약간 크다
648,2급,약사,명사,약사가 되다
649,2급,약하다,형용사,맥박이 약하다
650,2급,얇다,형용사,얇은 껍질
651,2급,양말,명사,양말을 신다
652,2급,양복,명사,양복 차림
653,2급,양식03,명사,양식을 먹다
654,2급,양식집,명사,양식집에 가다
655,2급,양치질,명사,양치질 습관
656,2급,얘기,명사,얘기를 꺼내다
657,2급,어02,감탄사,
658,2급,어깨,명사,어깨가 넓다
659,2급,어둡다,형용사,어두운 밤
660,2급,어떠하다,형용사,어떠한 문제
661,2급,어른,명사,어른이 되다
662,2급,어리다02,형용사,어린 시절
663,2급,어린아이,명사,어린아이가 울다
664,2급,어린이,명사,어린이 도서관
665,2급,어머님,명사,어머님과 아버님
666,2급,어울리다,동사,사람들과 어울리다
667,2급,어젯밤,명사,어젯밤 꿈
668,2급,언어,명사,음성 언어
669,2급,언제나,부사,
670,2급,얻다,동사,음식을 얻다
671,2급,얼다,동사,강이 얼다
672,2급,얼음,명사,얼음이 녹다
673,2급,엄마,명사,엄마를 닮다
674,2급,엉덩이,명사,엉덩이를 두드리다
675,2급,엘리베이터,명사,엘리베이터를 타다
676,2급,여기저기,명사,여기저기 돌아다니다
677,2급,여성,명사,여성과 남성
678,2급,여쭙다,동사,선생님께 여쭙다
679,2급,여학생,명사,여학생 기숙사
680,2급,여행지,명사,신혼 여행지
681,2급,역사,명사,한국의 역사
682,2급,역시,부사,나 역시
683,2급,연결,명사,연결이 끊기다
684,2급,연락,명사,연락을 주다
685,2급,연락처,명사,연락처를 남기다
686,2급,연말,명사,연말 모임
687,2급,연세,명사,연세가 많다
